  72  183942  18.662  -251.    -6.   -49.    6.8   5.45
  72  183958  18.666  -255.   -21.   -41.    7.0   5.47
  72  184014  18.671  -258.    -8.   -49.    7.1   5.42
  72  184030  18.675  -266.     7.   -26.    7.0   5.42
  72  184046  18.680  -278.   -18.    -2.    8.4   5.43
  72  184102  18.684  -274.   -31.     6.    7.3   5.44
  72  184118  18.688  -285.   -23.     3.    8.0   5.42
  72  184134  18.693  -293.   -24.    -9.    7.5   5.40
  72  184150  18.697  -281.   -28.    -3.    7.9   5.43
  72  184206  18.702  -282.   -34.   -23.    8.3   5.40
  72  184222  18.706  -283.   -17.   -33.    7.5   5.41
  72  184238  18.711  -267.     4.   -36.    7.0   5.44
  72  184254  18.715  -282.   -17.   -13.    7.8   5.44
  72  184310  18.720  -259.   -16.    20.    8.0   5.42
  72  184326  18.724  -264.   -17.    18.    7.9   5.43
  72  184342  18.728  -270.   -33.   -21.    8.1   5.45
  72  184358  18.733  -275.   -17.   -29.    8.1   5.46
  72  184414  18.737  -277.   -29.   -17.    8.2   5.44
  72  184430  18.742  -260.     9.   -22.    6.5   5.43
  72  184446  18.746  -259.   -21.     4.    9.3   5.49
  72  184502  18.751  -280.    -1.     0.    7.6   5.43
  72  184518  18.755  -281.   -27.   -25.    8.5   5.42
  72  184534  18.760  -277.   -30.     4.    8.0   5.41
  72  184550  18.764  -266.   -30.     5.    7.9   5.46
  72  184606  18.768  -268.     1.     5.    6.7   5.40
  72  184622  18.773  -272.     5.     5.    6.8   5.42
  72  184638  18.777  -274.   -15.     9.    7.8   5.43
  72  184654  18.782  -277.   -23.     8.    7.6   5.42
  72  184710  18.786  -275.   -27.     3.    8.1   5.45
  72  184726  18.791  -282.   -18.    -9.    7.6   5.43
  72  184742  18.795  -273.   -32.   -17.    7.3   5.44
  72  184758  18.800  -285.   -15.   -30.    7.0   5.44
  72  184814  18.804  -261.   -36.   -21.    7.1   5.44
  72  184830  18.808  -273.   -11.     2.    8.0   5.46
  72  184846  18.813  -255.    -9.    13.    7.8   5.44
  72  184902  18.817  -267.    -8.    10.    8.2   5.47
  72  184918  18.822  -264.   -23.   -10.    9.5   5.49
  72  184934  18.826  -249.   -37.   -26.    7.1   5.47
  72  184950  18.831  -258.   -35.   -14.    7.4   5.48
  72  185006  18.835  -262.    16.    10.    8.1   5.45
  72  185022  18.839  -283.   -28.    -5.    7.8   5.43
  72  185038  18.844  -284.   -23.     1.    8.2   5.45
  72  185054  18.848  -281.   -26.    -2.    7.8   5.43
  72  185110  18.853  -281.   -26.     3.    7.8   5.44
  72  185126  18.857  -286.   -25.    -3.    8.0   5.42
  72  185142  18.862  -288.     7.   -26.    7.5   5.44
  72  185158  18.866  -276.   -28.     2.    8.0   5.41
  72  190253  19.048  -272.   -15.     9.    8.6   5.46
  72  190309  19.053  -275.     1.    11.    7.5   5.47
  72  190325  19.057  -275.    11.     9.    7.3   5.47
  72  190341  19.062  -298.    20.   -25.    7.5   5.43
  72  190357  19.066  -290.   -12.    -8.    8.4   5.46
  72  190413  19.070  -290.   -25.   -22.    8.6   5.47
  72  190429  19.075  -269.   -22.    -8.    8.9   5.43
  72  190445  19.079  -271.   -26.   -13.    8.3   5.44
  72  190501  19.084  -261.   -23.    -7.    8.1   5.45
  72  190517  19.088  -257.   -24.    -5.    8.3   5.41
  72  190533  19.093  -270.   -20.    -2.    8.0   5.41
  72  190549  19.097  -270.   -13.     7.    8.0   5.44
  72  190605  19.102  -265.     2.    12.    7.8   5.44
  72  190621  19.106  -270.   -20.     0.    8.6   5.42
  72  190637  19.111  -271.   -13.     7.    8.3   5.43
  72  190653  19.115  -261.   -27.    -3.    8.0   5.45
  72  190709  19.119  -259.   -22.    -5.    8.0   5.44
  72  190725  19.124  -257.   -20.    -2.    8.3   5.42
  72  190741  19.128  -263.   -15.    -1.    9.1   5.44
  72  190757  19.133  -256.   -18.    -7.    8.4   5.41
  72  190813  19.137  -261.   -14.   -10.    8.6   5.43
  72  190829  19.142  -256.   -21.    -2.    8.8   5.41
  72  190845  19.146  -254.   -20.    -2.    8.4   5.43
  72  190901  19.150  -266.   -18.    -4.    8.7   5.42
  72  190917  19.155  -271.   -14.     2.    8.4   5.43
  72  190933  19.159  -256.    -8.     5.    8.0   5.43
  72  190949  19.164  -280.   -11.     4.    8.5   5.42
  72  191005  19.168  -271.    -9.     6.    8.6   5.44
  72  191021  19.173  -274.    -3.     5.    7.9   5.44
  72  191037  19.177  -264.    -7.     3.    7.9   5.42
  72  191053  19.182  -257.   -17.    -8.    8.1   5.41
  72  191109  19.186  -271.   -18.    -8.    8.3   5.42
  72  191125  19.190  -261.   -12.    -1.    8.1   5.46
  72  191141  19.195  -268.    -8.    -4.    8.0   5.43
  72  191157  19.199  -263.    -8.     1.    8.2   5.42
  72  191213  19.204  -258.   -18.     0.    8.1   5.43
  72  191229  19.208  -258.    -7.     3.    7.5   5.44
  72  191245  19.213  -255.   -14.    -2.    8.0   5.46
  72  191301  19.217  -257.   -16.    -7.    7.8   5.44
  72  191317  19.221  -264.   -12.    -6.    7.5   5.42
  72  191333  19.226  -278.   -23.   -14.    8.1   5.45
  72  191349  19.230  -273.   -20.    -7.    7.7   5.46
  72  191405  19.235  -273.   -19.    -8.    7.3   5.44
  72  191421  19.239  -272.   -17.    -4.    7.1   5.45
  72  191437  19.244  -269.     0.    -8.    7.3   5.43
  72  191453  19.248  -278.    -6.    -8.    6.7   5.42
  72  191509  19.253  -274.    -3.    -6.    6.9   5.45
  72  191525  19.257  -279.    -6.   -11.    7.0   5.43
  72  191541  19.262  -286.    -6.   -18.    7.5   5.41
  72  191557  19.266  -280.    -7.   -21.    6.9   5.40
  72  191613  19.270  -283.     5.   -14.    6.5   5.42
  72  191629  19.275  -276.    -2.    -6.    7.2   5.43
  72  191645  19.279  -274.    -7.   -12.    7.5   5.43
  72  191701  19.284  -279.   -14.    -9.    7.0   5.43
  72  191717  19.288  -277.    -5.    -9.    6.4   5.42
  72  191733  19.293  -278.    -2.   -10.    6.2   5.41
  72  191749  19.297  -278.    -1.   -10.    6.1   5.42
  72  191805  19.301  -285.    -9.   -10.    5.8   5.42
  72  191821  19.306  -287.    -5.   -12.    6.3   5.44
  72  191837  19.310  -291.    -5.    -8.    6.9   5.44
  72  191853  19.315  -275.     1.   -13.    6.0   5.46
  72  191909  19.319  -282.     2.   -14.    6.1   5.46
  72  191925  19.324  -296.    -7.    -9.    6.4   5.44
  72  191941  19.328  -284.    -1.   -11.    6.2   5.44
  72  191957  19.333  -289.    16.   -20.    6.6   5.43
  72  192013  19.337  -287.     6.   -11.    6.6   5.45
  72  192029  19.341  -290.    18.   -11.    6.9   5.45
  72  192045  19.346  -292.    16.    -8.    6.9   5.44
  72  192101  19.350  -290.     4.   -17.    7.4   5.43
  72  192117  19.355  -275.     0.   -22.    7.2   5.43
  72  192133  19.359  -273.    -7.   -25.    8.1   5.45
  72  192149  19.364  -269.     0.   -33.    7.6   5.44
  72  192205  19.368  -275.     6.   -17.    6.4   5.41
  72  192221  19.373  -259.     7.    47.    7.0   5.41
  72  192237  19.377  -253.    22.    54.    5.9   5.39
  72  192253  19.381  -240.    30.    46.    5.2   5.37
  72  192309  19.386  -226.    28.    58.    5.1   5.42
  72  192325  19.390  -217.    -2.    38.    5.9   5.38
  72  192341  19.395  -214.   -26.    13.    5.5   5.48
  72  192357  19.399  -235.   -19.    10.    9.5   5.49
  72  192413  19.404  -261.   -11.     0.   10.8   5.55
  72  192429  19.408  -265.    25.    14.    8.4   5.52
  72  192445  19.413  -284.     7.    -3.    7.6   5.54
  72  192501  19.417  -286.    10.     1.    7.3   5.48
  72  192517  19.421  -270.     8.    29.    7.9   5.54
  72  192532  19.426  -267.    21.    32.    9.4   5.55
  72  192549  19.430  -248.    37.    27.    8.0   5.52
  72  192605  19.435  -236.    16.     8.    8.9   5.51
  72  192621  19.439  -279.    -8.    -5.   10.3   5.52
  72  192637  19.444  -254.     3.    33.   11.4   5.59
  72  192653  19.448  -271.     4.     6.    9.4   5.51
  72  192708  19.452  -277.     7.    20.    9.1   5.48
  72  192724  19.457  -278.    25.   -14.    9.9   5.50
  72  192741  19.461  -287.    18.   -15.    9.8   5.50
  72  192757  19.466  -267.    13.     2.   10.8   5.52
  72  192813  19.470  -263.    38.     7.    9.7   5.50
  72  192829  19.475  -280.    33.    -2.    9.4   5.51
  72  192844  19.479  -274.    37.     1.    9.4   5.53
  72  192900  19.484  -275.    29.    10.    8.8   5.51
  72  192916  19.488  -264.    36.     5.    8.6   5.49
  72  192933  19.493  -255.    56.    11.    8.8   5.51
  72  192949  19.497  -256.    55.     9.    8.2   5.46
  72  193004  19.501  -251.    52.     9.    9.7   5.52
  72  193020  19.506  -250.    41.     4.    9.3   5.53
  72  193036  19.510  -240.    29.     7.   10.7   5.56
  72  193052  19.515  -250.    34.    14.   10.7   5.56
  72  193109  19.519  -239.    52.     0.    8.7   5.56
  72  193125  19.524  -236.    63.    -7.    7.7   5.56
  72  193140  19.528  -227.    78.   -14.    7.7   5.62
  72  193156  19.532  -224.    34.    -5.    9.0   5.57
  72  193212  19.537  -222.   -14.    25.   13.1   5.55
  72  193244  19.546  -226.    32.    15.   12.8   5.56
  72  193301  19.550  -264.    71.    -9.   14.0   5.62
  72  193316  19.555  -230.    54.     8.   11.1   5.52
  72  193348  19.564  -227.    54.   -12.    9.5   5.55
  72  193404  19.568  -236.    45.   -10.    9.6   5.54
  72  193420  19.572  -232.    50.   -18.   10.1   5.56
  72  193436  19.577  -234.    47.   -13.   10.5   5.56
  72  193452  19.581  -222.    38.     7.    8.9   5.53
  72  193508  19.586  -231.    48.     6.    9.9   5.53
  72  193524  19.590  -234.    43.   -11.    9.4   5.51
  72  193556  19.599  -214.    39.    19.    9.1   5.56
  72  193612  19.604  -223.    48.     6.    9.2   5.56
  72  193628  19.608  -234.    47.     2.    9.3   5.56
  72  193644  19.612  -219.    59.   -22.    8.4   5.56
  72  193716  19.621  -208.    17.    17.   10.2   5.59
  72  193732  19.626  -185.    23.    21.    7.8   5.52
  72  193748  19.630  -204.    20.    33.   10.1   5.54
  72  193804  19.635  -176.    29.    35.    8.7   5.56
  72  193820  19.639  -186.    38.    23.    8.3   5.65
  72  193836  19.644  -214.     0.    -9.    9.6   5.63
  72  193852  19.648  -187.    40.   -39.   10.1   5.63
  72  193908  19.652  -210.     8.     1.   11.6   5.64
  72  193924  19.657  -239.    93.   -10.    8.4   5.65
  72  193940  19.661  -236.    85.   -17.    9.2   5.63
  72  193956  19.666  -219.    72.   -25.   10.6   5.63
  72  194012  19.670  -240.    26.   -25.   12.3   5.60
  72  194028  19.675  -237.    21.   -24.   12.0   5.55
  72  194044  19.679  -250.    39.   -41.   10.8   5.62
  72  194100  19.683  -257.    25.   -30.   13.4   5.64
  72  194116  19.688  -265.    32.     5.   12.9   5.60
  72  194132  19.692  -241.    48.    43.   12.8   5.64
  72  194148  19.697  -243.    53.   -25.   11.9   5.62
  72  194204  19.701  -237.    37.    42.   14.8   5.71
  72  194220  19.706  -232.    53.   -15.    9.8   5.71
  72  194236  19.710  -213.    30.    -1.   10.9   5.76
  72  194252  19.715  -238.    51.    -6.   14.0   5.72
  72  194308  19.719  -235.    58.   -14.   15.0   5.72
  72  194324  19.724  -244.    73.   -20.   13.6   5.71
  72  194340  19.728  -220.    75.   -24.   13.2   5.74
  72  194356  19.732  -228.    70.     1.   13.3   5.72
  72  194412  19.737  -239.    77.    35.   13.1   5.73
  72  194428  19.741  -226.    29.    28.   12.9   5.70
  72  194444  19.746  -225.    51.    32.   10.6   5.75
  72  194516  19.755  -211.    73.   -24.   11.5   5.78
  72  194532  19.759  -204.    78.   -29.   12.4   5.75
  72  194604  19.768  -198.    52.    14.   12.7   5.77
  72  194620  19.772  -222.    67.   -16.   12.7   5.76
  72  194636  19.777  -229.    68.    -5.   13.3   5.76
  72  194652  19.781  -214.    70.    -3.   13.0   5.78
  72  194708  19.786  -200.    67.    -9.   11.1   5.76
  72  194724  19.790  -192.    68.   -11.   10.6   5.68
  72  194740  19.795  -203.    50.   -18.    6.8   5.52
  72  194756  19.799  -213.    13.     6.    8.5   5.56
  72  194812  19.803  -228.    18.     6.   11.7   5.63
  72  194828  19.808  -219.    14.     5.   11.8   5.63
  72  194844  19.812  -238.     2.     5.   13.5   5.64
  72  194900  19.817  -235.    25.   -19.   13.4   5.66
  72  194916  19.821  -232.    13.   -14.   11.7   5.64
  72  194932  19.826  -233.     3.   -19.   12.2   5.51
  72  194948  19.830  -246.   -11.   -30.   10.5   5.48
  72  195004  19.835  -248.     9.   -20.   12.7   5.59
  72  195036  19.843  -218.    21.   -18.    9.5   5.56
  72  195052  19.848  -231.    37.    -5.   10.6   5.60
  72  195108  19.852  -241.    25.    -3.    9.0   5.62
  72  195140  19.861  -231.    24.    13.    9.0   5.59
  72  195156  19.866  -231.    -1.     9.   14.2   5.60
  72  195228  19.875  -231.    24.     3.   12.6   5.55
  72  195244  19.879  -225.    34.    -3.   11.9   5.56
  72  195300  19.883  -223.    28.     2.   11.2   5.59
  72  195316  19.888  -230.    30.     4.   11.4   5.55
  72  195332  19.892  -241.    43.   -12.   11.5   5.56
  72  195348  19.897  -231.    23.   -19.    9.8   5.63
  72  195404  19.901  -241.    31.   -15.   12.1   5.59
  72  195420  19.906  -233.    35.   -22.   11.4   5.60
  72  195436  19.910  -220.    40.   -28.   10.8   5.66
  72  195452  19.914  -228.    49.   -30.   10.1   5.63
  72  195508  19.919  -216.    51.   -19.   10.5   5.66
  72  195524  19.923  -227.    41.   -32.   11.4   5.63
  72  195540  19.928  -201.    36.   -12.   11.9   5.69
  72  195556  19.932  -207.    37.   -19.   12.2   5.71
  72  195612  19.937  -212.    41.   -11.   11.9   5.70
  72  195628  19.941  -210.    40.    -7.   13.4   5.68
  72  195644  19.946  -193.    53.   -13.   10.8   5.66
  72  195659  19.950  -213.    38.    -6.   12.1   5.66
  72  195715  19.954  -221.    23.   -10.   12.5   5.62
  72  195732  19.959  -221.    34.    -9.   11.9   5.63
  72  195748  19.963  -203.    71.     0.   10.7   5.74
  72  195804  19.968  -221.    36.     4.   11.6   5.67
  72  195820  19.972  -212.    32.     0.   12.9   5.69
  72  195835  19.977  -221.    28.     6.   11.3   5.71
  72  195851  19.981  -232.    40.     7.   13.0   5.72
  72  195907  19.986  -195.    57.   -23.   12.2   5.72
  72  195924  19.990  -208.    59.   -20.   12.1   5.75
  72  195940  19.994  -192.    37.   -20.   11.8   5.73
  72  195956  19.999  -210.    51.   -13.   12.9   5.73
  72  200011  20.003  -203.    54.   -29.   11.5   5.70
  72  200027  20.008  -214.    40.    -5.   12.7   5.73
  72  200043  20.012  -205.    60.   -10.   10.9   5.75
  72  200100  20.017  -201.    56.     4.   11.3   5.75
  72  200116  20.021  -203.    57.   -20.   11.7   5.75
  72  200132  20.026  -210.    49.   -14.   10.0   5.76
  72  200147  20.030  -213.    52.     1.   12.1   5.75
  72  200203  20.034  -203.    45.   -16.   11.2   5.73
  72  200219  20.039  -203.    38.     4.   12.6   5.76
  72  200235  20.043  -194.    43.     2.   12.2   5.71
  72  200252  20.048  -205.    39.     0.   12.5   5.72
  72  200307  20.052  -200.    49.   -11.   12.1   5.74
  72  200323  20.057  -200.    45.     9.   13.1   5.72
  72  200339  20.061  -234.    57.   -33.   12.9   5.71
  72  200355  20.065  -230.    39.    -8.   13.6   5.68
  72  200411  20.070  -243.    56.    -6.   12.9   5.71
  72  200428  20.074  -228.    48.    -3.   14.7   5.71
  72  200443  20.079  -226.    48.    -3.   13.2   5.71
  72  200459  20.083  -217.    43.     8.   12.6   5.71
  72  200515  20.088  -222.    51.   -15.   14.1   5.75
  72  200531  20.092  -221.    32.    -4.   13.4   5.72
  72  200547  20.097  -214.    39.    11.   12.1   5.70
  72  200603  20.101  -201.    46.     9.   12.0   5.70
  72  200619  20.106  -187.    64.    -4.   12.3   5.72
  72  200635  20.110  -198.    59.   -25.   10.2   5.73
  72  200651  20.114  -229.    45.   -25.   12.5   5.68
  72  200707  20.119  -231.    46.    -8.   12.5   5.71
  72  200723  20.123  -215.    42.    -1.   13.0   5.72
  72  200739  20.128  -214.    39.   -17.   11.8   5.69
  72  200755  20.132  -194.    36.    26.   10.6   5.71
  72  200811  20.137  -200.    32.     8.    9.8   5.71
  72  200827  20.141  -198.    45.     3.   11.2   5.67
  72  200843  20.145  -213.    46.   -13.   11.1   5.68
  72  200859  20.150  -197.    45.   -12.    9.7   5.71
  72  200915  20.154  -203.    46.    19.    9.6   5.68
  72  200931  20.159  -197.    67.    26.   10.2   5.73
  72  200947  20.163  -192.    79.    12.   11.1   5.70
  72  201003  20.168  -218.    56.   -19.   10.3   5.68
  72  201019  20.172  -220.    44.    -2.   11.0   5.66
  72  201035  20.177  -211.    50.   -14.   10.1   5.66
  72  201051  20.181  -199.    64.    -5.    8.6   5.70
  72  201107  20.185  -201.    69.    -1.    9.1   5.70
  72  201123  20.190  -203.    83.   -11.    9.0   5.69
  72  201139  20.194  -208.    66.    -3.    8.8   5.70
  72  201155  20.199  -210.    79.    -7.   10.3   5.73
  72  201211  20.203  -205.    77.    -1.   10.6   5.72
  72  201227  20.208  -204.    77.   -13.   10.5   5.72
  72  201243  20.212  -203.    78.   -19.   10.8   5.73
  72  201259  20.217  -197.    79.   -20.   10.7   5.71
  72  201315  20.221  -206.    67.    -5.   10.7   5.75
  72  201331  20.225  -195.    74.    -2.    9.9   5.74
  72  201347  20.230  -197.    62.     1.   10.4   5.73
  72  201403  20.234  -202.    79.    -7.   11.0   5.71
  72  201419  20.239  -206.    86.    11.   10.3   5.72
  72  201435  20.243  -212.    75.    15.    9.7   5.73
  72  201451  20.248  -201.    45.     8.   10.2   5.66
  72  201507  20.252  -186.    27.    -9.    9.6   5.67
  72  201523  20.257  -179.    43.     3.    8.7   5.68
  72  201539  20.261  -185.    39.     6.    9.2   5.65
  72  201555  20.265  -183.    45.   -30.    9.3   5.66
  72  201611  20.270  -191.    49.   -26.   10.5   5.70
  72  201627  20.274  -206.    48.    -2.   11.5   5.67
  72  201643  20.279  -199.    40.    16.   11.2   5.69
  72  201659  20.283  -177.    48.     9.    9.7   5.70
  72  201715  20.288  -163.    52.     5.    8.8   5.69
  72  201731  20.292  -163.    48.    -1.    9.8   5.71
  72  201747  20.296  -169.    53.     5.    8.6   5.72
  72  201803  20.301  -186.    61.    -2.   10.0   5.72
  72  201835  20.310  -183.    65.     4.    9.9   5.74
  72  201851  20.314  -184.    60.     0.   10.6   5.73
  72  201907  20.319  -179.    59.     9.    9.5   5.76
  72  201923  20.323  -178.    62.    -2.    9.0   5.75
  72  201939  20.328  -183.    64.    -8.   10.0   5.71
  72  202011  20.336  -189.    60.    -7.    8.8   5.72
  72  202043  20.345  -188.    77.    -3.    7.1   5.62
  72  202059  20.350  -197.    48.    -7.    7.1   5.69
  72  202115  20.354  -200.    45.    -2.    8.2   5.71
  72  202131  20.359  -202.    35.     0.    8.6   5.74
  72  202147  20.363  -200.    58.    -3.   10.6   5.65
  72  202203  20.368  -195.    56.    -7.    9.5   5.68
  72  202219  20.372  -203.    45.     8.   10.4   5.66
  72  202235  20.376  -205.    38.     5.   10.9   5.65
  72  202251  20.381  -206.    40.     2.   10.7   5.64
  72  202307  20.385  -203.    42.     3.   10.3   5.69
  72  202323  20.390  -202.    48.     3.   10.6   5.70
  72  202339  20.394  -200.    46.     4.   11.0   5.70
  72  202355  20.399  -193.    52.    10.   10.1   5.71
  72  202411  20.403  -201.    44.     8.   10.5   5.72
  72  202427  20.408  -194.    45.     9.   10.0   5.71
  72  202443  20.412  -195.    45.    12.   10.8   5.71
  72  202459  20.416  -205.    25.    -2.   10.4   5.74
  72  202515  20.421  -204.    24.    -4.   11.4   5.74
  72  202531  20.425  -206.    23.    -6.   10.0   5.71
  72  202547  20.430  -199.     6.    12.   11.7   5.67
  72  202603  20.434  -209.    11.     1.   12.0   5.71
  72  202619  20.439  -199.    12.     5.   12.9   5.71
  72  202635  20.443  -208.     4.    -6.   14.8   5.72
  72  202706  20.452  -211.    51.   -22.   14.8   5.74
  72  202723  20.456  -230.    31.    -9.   15.6   5.73
  72  202739  20.461  -225.    10.    18.   16.1   5.72
  72  202755  20.465  -224.    26.    -3.   15.5   5.73
  72  202811  20.470  -227.    30.     1.   16.0   5.73
  72  202827  20.474  -227.    29.    -9.   16.5   5.72
  72  202842  20.479  -226.    62.    -6.   13.9   5.73
  72  202859  20.483  -228.    39.    -9.   14.4   5.73
  72  202931  20.492  -216.    25.    -6.   14.2   5.73
  72  202947  20.496  -208.    49.   -15.   15.4   5.73
  72  203002  20.501  -208.    13.    10.   16.6   5.75
  72  203034  20.510  -200.    25.   -10.   15.7   5.80
  72  203051  20.514  -206.    39.    -7.   15.8   5.78
  72  203107  20.519  -214.    29.    32.   16.3   5.73
  72  203123  20.523  -224.    41.    26.   15.2   5.74
  72  203138  20.527  -210.    25.    12.   16.2   5.73
  72  203210  20.536  -212.    25.    28.   16.7   5.77
  72  203226  20.541  -218.    49.     7.   15.5   5.79
  72  203243  20.545  -226.    49.    25.   16.0   5.78
  72  203259  20.550  -221.    46.     0.   16.1   5.76
  72  203314  20.554  -201.    29.    13.   15.6   5.79
  72  203330  20.559  -208.    25.    -5.   16.9   5.79
  72  203346  20.563  -215.    43.   -12.   16.4   5.81
  72  203402  20.567  -216.    45.   -12.   15.9   5.77
  72  203419  20.572  -213.    24.    -4.   16.6   5.75
  72  203450  20.581  -206.    18.     7.   16.9   5.79
  72  203506  20.585  -218.    35.   -12.   16.6   5.80
  72  203522  20.590  -226.    23.     9.   16.9   5.78
  72  203538  20.594  -219.    28.    -1.   16.2   5.79
  72  203554  20.599  -211.    34.    -4.   16.1   5.81
  72  203610  20.603  -220.    34.     0.   15.9   5.81
  72  203626  20.607  -224.    36.     7.   16.3   5.80
  72  203642  20.612  -217.    25.    15.   15.0   5.77
  72  203658  20.616  -215.    38.     1.   15.2   5.71
  72  203714  20.621  -226.    38.     3.   14.6   5.66
  72  203730  20.625  -234.    28.    19.   15.1   5.66
  72  203746  20.630  -227.    34.    -1.   14.4   5.66
  72  203802  20.634  -223.    50.     9.   13.9   5.69
  72  203818  20.639  -230.    34.     8.   16.1   5.67
  72  203834  20.643  -222.    43.    -6.   15.2   5.66
  72  203850  20.647  -226.    52.   -17.   13.8   5.64
  72  203906  20.652  -227.    43.   -15.   15.6   5.68
  72  203922  20.656  -223.    21.   -12.   18.7   5.64
  72  203938  20.661  -226.    18.   -20.   15.6   5.62
  72  203954  20.665  -227.    18.   -23.   16.1   5.61
  72  204010  20.670  -235.     9.   -16.   17.1   5.60
  72  204026  20.674  -221.    32.   -22.   16.1   5.62
  72  204042  20.679  -228.    25.   -17.   16.1   5.65
  72  204058  20.683  -226.    15.   -29.   16.2   5.65
  72  204114  20.687  -214.    14.   -23.   17.1   5.66
  72  204130  20.692  -214.     6.   -21.   18.1   5.67
  72  204146  20.696  -211.     5.   -17.   18.4   5.66
  72  204202  20.701  -202.    14.   -31.   16.8   5.66
  72  204218  20.705  -219.     4.    -6.   17.7   5.63
  72  204234  20.710  -220.    20.   -32.   17.4   5.66
  72  204250  20.714  -216.    33.   -17.   16.9   5.67
  72  204306  20.719  -222.    29.   -23.   17.8   5.68
  72  204322  20.723  -225.    23.   -13.   17.6   5.67
  72  204338  20.727  -228.    27.   -10.   18.2   5.68
  72  204354  20.732  -223.    32.   -21.   18.2   5.68
  72  204410  20.736  -220.    23.   -23.   21.2   5.93
  72  204442  20.745  -223.    17.   -28.   20.2   5.66
  72  204458  20.750  -228.    25.   -23.   20.5   5.68
  72  204514  20.754  -225.    16.   -33.   19.9   5.65
  72  204530  20.758  -225.    25.   -29.   21.8   5.69
  72  204546  20.763  -231.    18.   -22.   22.7   5.71
  72  204602  20.767  -231.    22.   -26.   19.7   5.65
  72  204618  20.772  -223.    24.   -24.   21.8   5.70
  72  204634  20.776  -218.    30.   -33.   19.9   5.67
  72  204650  20.781  -229.    20.   -40.   20.3   5.68
  72  204706  20.785  -227.    41.   -34.   19.2   5.70
  72  204722  20.790  -222.    41.   -23.   18.9   5.70
  72  204738  20.794  -218.    18.   -34.   17.8   5.68
  72  204754  20.798  -226.    25.   -21.   19.5   5.69
  72  204810  20.803  -225.    28.   -30.   17.8   5.72
  72  204826  20.807  -228.    31.   -37.   17.7   5.71
  72  204842  20.812  -220.    22.   -29.   16.4   5.71
  72  204858  20.816  -221.    22.   -22.   16.8   5.71
  72  204914  20.821  -231.    29.   -11.   16.8   5.68
  72  204930  20.825  -234.    32.    -4.   16.4   5.70
  72  204946  20.830  -229.    35.    -4.   15.7   5.69
  72  205002  20.834  -226.    30.     1.   16.9   5.69
  72  205018  20.838  -228.    29.    -2.   17.2   5.70
  72  205034  20.843  -217.    35.   -11.   17.5   5.71
  72  205050  20.847  -225.    28.   -11.   18.0   5.72
  72  205106  20.852  -225.    36.   -11.   17.5   5.72
  72  205122  20.856  -222.    32.     4.   16.2   5.73
  72  205138  20.861  -220.    29.    -2.   16.9   5.72
  72  205154  20.865  -211.    40.    -3.   15.4   5.70
  72  205210  20.870  -227.    20.    -7.   17.0   5.69
  72  205226  20.874  -221.    27.     0.   17.2   5.71
  72  205242  20.878  -217.    34.    15.   16.6   5.70
  72  205258  20.883  -214.    42.    12.   16.4   5.70
  72  205314  20.887  -215.    47.    12.   15.4   5.71
  72  205330  20.892  -223.    41.    -4.   15.0   5.69
  72  205346  20.896  -211.    24.     1.   17.2   5.71
  72  205402  20.901  -206.    24.     8.   17.0   5.70
  72  205418  20.905  -207.    38.     8.   16.6   5.71
